study_type,ckpt_dir,mode,dataset_name,sparsity_bias,prune_bias,quant_bias,dense_ppl,policy_ppl,fixed_ppl,random_ppl,drift_aware_ppl,emc_ppl,lrm_ppl,ecov_ppl,dcp_ppl,qnr_ppl,dynr_ppl,dense_keep_all,policy_keep_all,policy_keep_eff,policy_prune_keep,policy_quant_ratio,fixed_keep_all,fixed_prune_keep,fixed_quant_ratio,random_keep_all,random_prune_keep,random_quant_ratio
quantization,RL_LCE_Quant4-20251031-170428,6633,wikitext,0.0,0.0,-43.2,9.572114832340604,9.546676026508049,9.54061804763519,9.533632848644617,,,,,,9.54861850030982,9.54356889031855,1.0,1.0,1.0,1.0,0.8037109375,1.0,1.0,0.8037109375,1.0,1.0,0.8125
quantization,RL_LCE_Quant4-20251031-170428,6633,wikitext,0.0,0.0,-43.6,9.572114832340604,9.556703434239612,9.545588413788828,9.533632848644617,,,,,,9.537435266960378,9.558103444506548,1.0,1.0,1.0,1.0,0.807421875,1.0,1.0,0.807421875,1.0,1.0,0.8125
quantization,RL_LCE_Quant4-20251031-170428,6633,wikitext,0.0,0.0,-43.8,9.572114832340604,9.551260898972876,9.54054040620268,9.533632848644617,,,,,,9.734333573116352,9.554059529875053,1.0,1.0,1.0,1.0,0.811328125,1.0,1.0,0.811328125,1.0,1.0,0.8125
quantization,RL_LCE_Quant4-20251031-170428,6633,wikitext,0.0,0.0,-44.0,9.572114832340604,9.552193684840484,9.537124808625842,9.533632848644617,,,,,,9.534020781050764,9.548385382586652,1.0,1.0,1.0,1.0,0.8126953125,1.0,1.0,0.8126953125,1.0,1.0,0.8125
quantization,RL_LCE_Quant4-20251031-170428,6633,wikitext,0.0,0.0,-44.4,9.572114832340604,9.551105443517615,9.537435266960378,9.533632848644617,,,,,,9.534020781050764,9.540928619683784,1.0,1.0,1.0,1.0,0.8134765625,1.0,1.0,0.8134765625,1.0,1.0,0.8125
quantization,RL_LCE_Quant4-20251031-170428,6633,wikitext,0.0,0.0,-44.2,9.572114832340604,9.556703434239612,9.537435266960378,9.533632848644617,,,,,,9.534020781050764,9.540928619683784,1.0,1.0,1.0,1.0,0.8134765625,1.0,1.0,0.8134765625,1.0,1.0,0.8125
quantization,RL_LCE_Quant4-20251031-170428,6633,wikitext,0.0,0.0,-44.6,9.572114832340604,9.552971075984296,9.548152270554764,9.533632848644617,,,,,,9.54613220465916,9.540152208517704,1.0,1.0,1.0,1.0,0.8146484375,1.0,1.0,0.8146484375,1.0,1.0,0.8125
quantization,RL_LCE_Quant4-20251031-170428,6633,wikitext,0.0,0.0,-44.8,9.572114832340604,9.54690910249838,9.54473394786338,9.533632848644617,,,,,,9.55273785199837,9.56199343812203,1.0,1.0,1.0,1.0,0.8171875,1.0,1.0,0.8171875,1.0,1.0,0.8125
quantization,RL_LCE_Quant4-20251031-170428,6633,wikitext,0.0,0.0,-45.0,9.572114832340604,9.552582372504355,9.5355726685351,9.533632848644617,,,,,,9.544966976439104,9.549628742879522,1.0,1.0,1.0,1.0,0.8201171875,1.0,1.0,0.8201171875,1.0,1.0,0.8125
quantization,RL_LCE_Quant4-20251031-170428,6633,wikitext,0.0,0.0,-46.0,9.572114832340604,9.557247858307855,9.542093354910278,9.545976832678068,,,,,,9.5355726685351,9.552193684840484,1.0,1.0,1.0,1.0,0.8296875,1.0,1.0,0.8296875,1.0,1.0,0.8359375
quantization,RL_LCE_Quant4-20251031-170428,6633,wikitext,0.0,0.0,-48.0,9.572114832340604,9.548385382586652,9.547452968605402,9.532003704900111,,,,,,9.549007042496102,9.544889299615066,1.0,1.0,1.0,1.0,0.8498046875,1.0,1.0,0.8498046875,1.0,1.0,0.859375
quantization,RL_LCE_Quant4-20251031-170428,6633,wikitext,0.0,0.0,-50.0,9.572114832340604,9.5439572270315,9.548463087862002,9.544423251945442,,,,,,9.542248663683216,9.549706458273404,1.0,1.0,1.0,1.0,0.8716796875,1.0,1.0,0.8716796875,1.0,1.0,0.8828125
