ckpt_dir,mode,dataset_name,sparsity_bias,dense_ppl,sft_teacher_ppl,policy_ppl,random_ppl,fixed_ppl,dense_keep_all,policy_keep_all,sft_teacher_keep_all,random_keep_all,fixed_keep_all,sparsity_levels_kappa_order,policy_action_probs_kappa_order
RL_DKL_Rec-20251017-155044,latest,wikitext,6.5,9.810783548925864,9.983370501704165,10.34059084291148,10.466132116291503,10.440611202065584,1.0,0.7455357150839907,0.754464291036129,0.7500000119741473,0.75,0.200000|1.000000,0.318080|0.681920
RL_DKL_Rec-20251017-155044,latest,wikitext,8.0,9.810783548925864,10.072555550410048,10.494643197942613,10.647276475642075,10.598001626991469,1.0,0.695089282068823,0.7044642932180848,0.7000000144221953,0.7000000178813934,0.200000|1.000000,0.381138|0.618862
RL_DKL_Rec-20251017-155044,latest,wikitext,10.5,9.810783548925864,10.419512451379823,11.040567581474313,11.333966810887462,11.453977545597693,1.0,0.48437501051064047,0.5035714358091354,0.5000000087810414,0.5,0.200000|1.000000,0.644531|0.355469
RL_DKL_Rec-20251017-155044,latest,wikitext,11.5,9.810783548925864,10.674047096639923,11.597889045066436,11.877895234965212,11.916900340655566,1.0,0.3611607204324433,0.3656250069450055,0.3500000085415585,0.3500000014901161,0.200000|1.000000,0.798549|0.201451
RL_DKL_Rec-20251017-155044,latest,wikitext,12.5,9.810783548925864,10.979128855761163,11.936034596580521,12.003665405086938,11.911082962035138,1.0,0.27991072048566173,0.30937500510896954,0.3000000064660396,0.30000001192092896,0.200000|1.000000,0.900112|0.099888
RL_DKL_Rec-20251017-155044,latest,wikitext,-2.0,9.810783548925864,9.940981284863714,10.019648258229301,10.199110414602076,10.319694216850458,1.0,0.8375000010377595,0.8522321456777198,0.8500000020223004,0.8500000238418579,0.200000|1.000000,0.203125|0.796875
RL_DKL_Rec-20251017-155044,latest,wikitext,-5.0,9.810783548925864,9.929546307565925,10.002888326386424,10.199110414602076,10.319694216850458,1.0,0.8571428571428571,0.8593750029270139,0.8500000020223004,0.8500000238418579,0.200000|1.000000,0.178571|0.821429
RL_DKL_Rec-20251017-155044,latest,wikitext,-8.0,9.810783548925864,9.896700817997429,9.941674736873118,10.045191165712396,9.980237262509082,1.0,0.8776785719341466,0.9017857150839907,0.8999999974455152,0.8999999761581421,0.200000|1.000000,0.152902|0.847098
RL_DKL_Rec-20251017-155044,latest,wikitext,-12.0,9.810783548925864,9.818656684758116,9.891179646136203,10.045191165712396,9.980237262509082,1.0,0.8991071454116276,0.9049107139664037,0.8999999974455152,0.8999999761581421,0.200000|1.000000,0.126116|0.873884
RL_DKL_Rec-20251017-155044,latest,wikitext,-15.0,9.810783548925864,9.81249456298681,9.887040788683752,9.864308010274193,9.879457380857396,1.0,0.9258928574355585,0.9517857144985881,0.9499999934009143,0.949999988079071,0.200000|1.000000,0.092634|0.907366
RL_DKL_Rec-20251017-155044,latest,wikitext,-18.0,9.810783548925864,9.782424259158372,9.831678319468983,9.864308010274193,9.879457380857396,1.0,0.9575892873108387,0.9589285720139742,0.9499999934009143,0.949999988079071,0.200000|1.000000,0.053013|0.946987
RL_DKL_Rec-20251017-155044,latest,wikitext,-22.0,9.810783548925864,9.794031391798864,9.794031391798864,9.794031391798864,9.794031391798864,1.0,1.0,1.0,1.0,1.0,0.200000|1.000000,0.000000|1.000000
