study_type,ckpt_dir,mode,dataset_name,sparsity_bias,prune_bias,quant_bias,dense_ppl,policy_ppl,fixed_ppl,random_ppl,drift_aware_ppl,emc_ppl,lrm_ppl,ecov_ppl,dcp_ppl,qnr_ppl,dynr_ppl,dense_keep_all,policy_keep_all,policy_keep_eff,policy_prune_keep,policy_quant_ratio,fixed_keep_all,fixed_prune_keep,fixed_quant_ratio,random_keep_all,random_prune_keep,random_quant_ratio
sparsity,RL_LCE_Quest4-20251028-213126,8844,wikitext,9.0,0.0,0.0,9.572114832340604,9.744161589047115,9.862232522095727,9.837303516408747,9.88103103396095,9.87644861078567,9.860065765700751,,,,,1.0,0.3883333363259832,0.3883333363259832,1.0,1.0,0.4000000059604645,1.0,1.0,0.4000000084439913,1.0,1.0
sparsity,RL_LCE_Quest4-20251028-213126,8844,wikitext,8.0,0.0,0.0,9.572114832340604,9.718740088860985,9.862232522095727,9.837303516408747,9.93853147512844,9.873796600336249,9.86110895934979,,,,,1.0,0.3975000020116567,0.3975000020116567,1.0,1.0,0.4000000059604645,1.0,1.0,0.4000000084439913,1.0,1.0
sparsity,RL_LCE_Quest4-20251028-213126,8844,wikitext,3.0,0.0,0.0,9.572114832340604,9.708305641474068,9.862232522095727,9.837303516408747,9.873394842697897,9.834021760513274,9.86729013887801,,,,,1.0,0.4000000022351742,0.4000000022351742,1.0,1.0,0.4000000059604645,1.0,1.0,0.4000000084439913,1.0,1.0
sparsity,RL_LCE_Quest4-20251028-213126,8844,wikitext,4.0,0.0,0.0,9.572114832340604,9.708305641474068,9.862232522095727,9.837303516408747,9.873394842697897,9.834021760513274,9.86729013887801,,,,,1.0,0.4000000022351742,0.4000000022351742,1.0,1.0,0.4000000059604645,1.0,1.0,0.4000000084439913,1.0,1.0
sparsity,RL_LCE_Quest4-20251028-213126,8844,wikitext,5.0,0.0,0.0,9.572114832340604,9.708305641474068,9.862232522095727,9.837303516408747,9.873394842697897,9.834021760513274,9.86729013887801,,,,,1.0,0.4000000022351742,0.4000000022351742,1.0,1.0,0.4000000059604645,1.0,1.0,0.4000000084439913,1.0,1.0
sparsity,RL_LCE_Quest4-20251028-213126,8844,wikitext,6.0,0.0,0.0,9.572114832340604,9.708305641474068,9.862232522095727,9.837303516408747,9.873394842697897,9.834021760513274,9.86729013887801,,,,,1.0,0.4000000022351742,0.4000000022351742,1.0,1.0,0.4000000059604645,1.0,1.0,0.4000000084439913,1.0,1.0
sparsity,RL_LCE_Quest4-20251028-213126,8844,wikitext,7.0,0.0,0.0,9.572114832340604,9.708305641474068,9.862232522095727,9.837303516408747,9.873394842697897,9.834021760513274,9.86729013887801,,,,,1.0,0.4000000022351742,0.4000000022351742,1.0,1.0,0.4000000059604645,1.0,1.0,0.4000000084439913,1.0,1.0
sparsity,RL_LCE_Quest4-20251028-213126,8844,wikitext,2.0,0.0,0.0,9.572114832340604,9.710834175290088,9.862232522095727,9.837303516408747,9.923418422093071,9.863356212859031,9.881352687341804,,,,,1.0,0.4004166689390937,0.4004166689390937,1.0,1.0,0.4000000059604645,1.0,1.0,0.4000000084439913,1.0,1.0
sparsity,RL_LCE_Quest4-20251028-213126,8844,wikitext,1.0,0.0,0.0,9.572114832340604,9.709885897943511,9.862232522095727,9.837303516408747,9.923418422093071,9.85950409175477,9.883282827522663,,,,,1.0,0.4008333356430133,0.4008333356430133,1.0,1.0,0.4000000059604645,1.0,1.0,0.4000000084439913,1.0,1.0
sparsity,RL_LCE_Quest4-20251028-213126,8844,wikitext,0.0,0.0,0.0,9.572114832340604,9.709806879011316,9.862232522095727,9.837303516408747,9.93295232332967,9.838024048423735,9.979865980826771,,,,,1.0,0.417500003427267,0.417500003427267,1.0,1.0,0.4000000059604645,1.0,1.0,0.4000000084439913,1.0,1.0
sparsity,RL_LCE_Quest4-20251028-213126,8844,wikitext,-0.5,0.0,0.0,9.572114832340604,9.701987187000476,9.862232522095727,9.804216026991844,9.844991912669675,9.888914556768562,9.846354025627104,,,,,1.0,0.4375000034148494,0.4375000034148494,1.0,1.0,0.4000000059604645,1.0,1.0,0.4500000096857547,1.0,1.0
sparsity,RL_LCE_Quest4-20251028-213126,8844,wikitext,-1.0,0.0,0.0,9.572114832340604,9.708068625186645,9.872511033434824,9.807567650146224,9.88103103396095,9.85541286148873,9.969719098015029,,,,,1.0,0.461250004855295,0.461250004855295,1.0,1.0,0.5,1.0,1.0,0.4500000096857547,1.0,1.0
sparsity,RL_LCE_Quest4-20251028-213126,8844,wikitext,-2.0,0.0,0.0,9.572114832340604,9.683686914151012,9.870823980886437,9.757333983955958,9.829061184680189,9.891892624233437,9.820346238111805,,,,,1.0,0.4904166715219616,0.4904166715219616,1.0,1.0,0.5,1.0,1.0,0.5000000127901634,1.0,1.0
