ckpt_dir,mode,dataset_name,sparsity_bias,prune_bias,quant_bias,policy_ppl,fixed_ppl,policy_keep_all,policy_prune_keep,policy_quant_ratio,fixed_keep_all,fixed_prune_keep,fixed_quant_ratio,sparsity_levels_kappa_order,policy_action_probs_kappa_order,fixed_levels_kappa_order,fixed_action_probs_kappa_order
RL_LCE_Quest8_PruneQuant-20251030-202125,3600,wikitext,10.0,0.0,0.0,12.947408435675227,13.540402765594465,0.20803571745221103,0.7093750179878303,0.5251116071428571,0.20000000298023224,0.7093750014901161,0.5251116071428571,0.200000|1.000000,0.000000|0.000000|0.000000|0.000000|0.529576|0.007254|0.000000|0.410156|0.042969|0.000000|0.000000|0.000000|0.000000|0.010045|0.000000|0.000000|0.000000|0.000000,0.000000|0.000000|0.000000|0.000000|0.516183|0.030692|0.000000|0.433594|0.019531|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,0.000000|0.000000|0.000000|0.000000|0.516183|0.030692|0.000000|0.433594|0.019531|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000
RL_LCE_Quest8_PruneQuant-20251030-202125,3600,wikitext,12.0,0.0,0.0,13.36492754827138,13.634232221944877,0.20089286006987095,0.7085937724581787,0.5298549107142857,0.20000000298023224,0.7085937596857548,0.5298549107142857,0.200000|1.000000,0.000000|0.000000|0.000000|0.000000|0.529576|0.012277|0.000000|0.409598|0.047433|0.000000|0.000000|0.000000|0.000000|0.001116|0.000000|0.000000|0.000000|0.000000,0.000000|0.000000|0.000000|0.000000|0.506138|0.036830|0.000000|0.434152|0.022879|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,0.000000|0.000000|0.000000|0.000000|0.506138|0.036830|0.000000|0.434152|0.022879|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000
RL_LCE_Quest8_PruneQuant-20251030-202125,3600,wikitext,14.0,0.0,0.0,13.432219349369987,13.636134451759995,0.20000000298023224,0.7085937719259944,0.5306919642857143,0.20000000298023224,0.7085937596857548,0.5306919642857143,0.200000|1.000000,0.000000|0.000000|0.000000|0.000000|0.529576|0.013393|0.000000|0.409040|0.047991|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,0.000000|0.000000|0.000000|0.000000|0.505022|0.037946|0.000000|0.433594|0.023438|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,0.000000|0.000000|0.000000|0.000000|0.505022|0.037946|0.000000|0.433594|0.023438|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000
RL_LCE_Quest8_PruneQuant-20251030-202125,3600,wikitext,16.0,0.0,0.0,13.432219349369987,13.636134451759995,0.20000000298023224,0.7085937719259944,0.5306919642857143,0.20000000298023224,0.7085937596857548,0.5306919642857143,0.200000|1.000000,0.000000|0.000000|0.000000|0.000000|0.529576|0.013393|0.000000|0.409040|0.047991|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,0.000000|0.000000|0.000000|0.000000|0.505022|0.037946|0.000000|0.433594|0.023438|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,0.000000|0.000000|0.000000|0.000000|0.505022|0.037946|0.000000|0.433594|0.023438|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000
RL_LCE_Quest8_PruneQuant-20251030-202125,3600,wikitext,0.0,-50.0,0.0,10.53351356062488,11.009805362391553,0.4982142886146903,1.0,0.580078125,0.5,1.0,0.580078125,0.200000|1.000000,0.000000|0.467076|0.160156|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.372768|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,0.000000|0.523438|0.101562|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.316406|0.058594|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,0.000000|0.523438|0.101562|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.316406|0.058594|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000
RL_LCE_Quest8_PruneQuant-20251030-202125,3600,wikitext,0.0,-45.0,0.0,10.541599017760355,11.166036035185211,0.4982142886146903,0.9992187507450581,0.5803571428571429,0.5,0.9992187507450581,0.5803571428571429,0.200000|1.000000,0.000000|0.463170|0.160714|0.000000|0.003348|0.000000|0.000000|0.000000|0.000000|0.000000|0.372210|0.000000|0.000000|0.000558|0.000000|0.000000|0.000000|0.000000,0.000000|0.513951|0.107143|0.000000|0.003906|0.000000|0.000000|0.000000|0.000000|0.000000|0.321429|0.053571|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,0.000000|0.513951|0.107143|0.000000|0.003906|0.000000|0.000000|0.000000|0.000000|0.000000|0.321429|0.053571|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000
RL_LCE_Quest8_PruneQuant-20251030-202125,3600,wikitext,0.0,-40.0,0.0,10.647276475642075,11.434818401679003,0.49910714463996037,0.9415178527789456,0.5574776785714286,0.5,0.94151785331113,0.5574776785714286,0.200000|1.000000,0.000000|0.256696|0.114955|0.000000|0.254464|0.000000|0.000000|0.000000|0.000000|0.000000|0.335938|0.000000|0.000000|0.037946|0.000000|0.000000|0.000000|0.000000,0.000000|0.384487|0.056362|0.000000|0.156250|0.027902|0.000000|0.000000|0.000000|0.000000|0.239397|0.027344|0.000000|0.104911|0.003348|0.000000|0.000000|0.000000,0.000000|0.384487|0.056362|0.000000|0.156250|0.027902|0.000000|0.000000|0.000000|0.000000|0.239397|0.027344|0.000000|0.104911|0.003348|0.000000|0.000000|0.000000
RL_LCE_Quest8_PruneQuant-20251030-202125,3600,wikitext,0.0,-35.0,0.0,10.775789419764791,11.63353992649566,0.4959821432296719,0.8426339402794838,0.5223214285714286,0.5,0.8426339338932719,0.5223214285714286,0.200000|1.000000,0.000000|0.073103|0.044643|0.000000|0.512277|0.000000|0.000000|0.000000|0.000000|0.000000|0.095424|0.000000|0.000000|0.274554|0.000000|0.000000|0.000000|0.000000,0.000000|0.124442|0.007254|0.000000|0.472656|0.020647|0.000000|0.000000|0.000000|0.000000|0.075335|0.006138|0.000000|0.282924|0.010603|0.000000|0.000000|0.000000,0.000000|0.124442|0.007254|0.000000|0.472656|0.020647|0.000000|0.000000|0.000000|0.000000|0.075335|0.006138|0.000000|0.282924|0.010603|0.000000|0.000000|0.000000
RL_LCE_Quest8_PruneQuant-20251030-202125,3600,wikitext,0.0,-30.0,0.0,10.855381993881489,11.596271148850175,0.49464286118745804,0.8018973326044423,0.5013950892857143,0.5,0.8018973315400737,0.5013950892857143,0.200000|1.000000,0.000000|0.003906|0.002790|0.000000|0.625000|0.000000|0.000000|0.000000|0.000000|0.000000|0.002790|0.000000|0.000000|0.365513|0.000000|0.000000|0.000000|0.000000,0.000000|0.006138|0.000000|0.000000|0.617188|0.001674|0.000000|0.000000|0.000000|0.000000|0.003348|0.000000|0.000000|0.370536|0.001116|0.000000|0.000000|0.000000,0.000000|0.006138|0.000000|0.000000|0.617188|0.001674|0.000000|0.000000|0.000000|0.000000|0.003348|0.000000|0.000000|0.370536|0.001116|0.000000|0.000000|0.000000
RL_LCE_Quest8_PruneQuant-20251030-202125,3600,wikitext,0.0,20.0,0.0,12.529815562252995,13.767070925179203,0.47410714586398434,0.6013393082789013,0.501953125,0.45000000298023224,0.6013393082789013,0.501953125,0.200000|1.000000,0.000000|0.000000|0.000000|0.000000|0.003906|0.000000|0.000000|0.653460|0.000000|0.000000|0.000000|0.000000|0.000000|0.002790|0.000000|0.000000|0.335938|0.003906,0.000000|0.000000|0.000000|0.000000|0.004464|0.000000|0.000000|0.679129|0.003906|0.000000|0.000000|0.000000|0.000000|0.002232|0.000000|0.000000|0.310268|0.000000,0.000000|0.000000|0.000000|0.000000|0.004464|0.000000|0.000000|0.679129|0.003906|0.000000|0.000000|0.000000|0.000000|0.002232|0.000000|0.000000|0.310268|0.000000
