ckpt_dir,mode,dataset_name,sparsity_bias,dense_ppl,sft_teacher_ppl,policy_ppl,random_ppl,fixed_ppl,dense_keep_all,policy_keep_all,sft_teacher_keep_all,random_keep_all,fixed_keep_all,sparsity_levels_kappa_order,policy_action_probs_kappa_order
RL_DKL_Rec_Outc-20251019-184503,latest,wikitext,0.0,9.810783548925864,10.532044143934705,11.778064246377788,11.496401118553397,11.727236735585603,1.0,0.4495535743023668,0.45625001045742203,0.45000000670552254,0.45000000298023224,0.200000|1.000000,0.688058|0.311942
RL_DKL_Rec_Outc-20251019-184503,latest,wikitext,1.0,9.810783548925864,10.541599017760355,11.872096897157533,11.61408042739604,11.760003511547668,1.0,0.4205357174256018,0.4272321519841041,0.4000000074239714,0.4000000059604645,0.200000|1.000000,0.724330|0.275670
RL_DKL_Rec_Outc-20251019-184503,latest,wikitext,2.0,9.810783548925864,10.589503569768503,11.886598051941975,11.61408042739604,11.760003511547668,1.0,0.4031250024480479,0.40758929481463774,0.4000000074239714,0.4000000059604645,0.200000|1.000000,0.746094|0.253906
RL_DKL_Rec_Outc-20251019-184503,latest,wikitext,3.0,9.810783548925864,10.62650130862887,12.036784726356421,11.61408042739604,11.760003511547668,1.0,0.3772321459172027,0.4026785768302424,0.4000000074239714,0.4000000059604645,0.200000|1.000000,0.778460|0.221540
RL_DKL_Rec_Outc-20251019-184503,latest,wikitext,4.0,9.810783548925864,10.745015410395931,12.120617450535011,11.877895234965212,11.916900340655566,1.0,0.3513392875237124,0.3593750078497188,0.3500000085415585,0.3500000014901161,0.200000|1.000000,0.810826|0.189174
RL_DKL_Rec_Outc-20251019-184503,latest,wikitext,5.0,9.810783548925864,10.817964667087086,12.246394716563513,12.003665405086938,11.911082962035138,1.0,0.3227678609213659,0.3375000070248331,0.3000000064660396,0.30000001192092896,0.200000|1.000000,0.846540|0.153460
RL_DKL_Rec_Outc-20251019-184503,latest,wikitext,6.0,9.810783548925864,10.976831566383858,12.264346916698084,12.003665405086938,11.911082962035138,1.0,0.29062500476304975,0.3098214351172958,0.3000000064660396,0.30000001192092896,0.200000|1.000000,0.886719|0.113281
RL_DKL_Rec_Outc-20251019-184503,latest,wikitext,-1.0,9.810783548925864,10.428965234280952,11.646937242025679,11.333966810887462,11.453977545597693,1.0,0.48080357456845896,0.5022321505738156,0.5000000087810414,0.5,0.200000|1.000000,0.648996|0.351004
RL_DKL_Rec_Outc-20251019-184503,latest,wikitext,-2.0,9.810783548925864,10.344558767069522,11.45917200254215,11.333966810887462,11.453977545597693,1.0,0.5191964338134442,0.5218750102711576,0.5000000087810414,0.5,0.200000|1.000000,0.601004|0.398996
RL_DKL_Rec_Outc-20251019-184503,latest,wikitext,-4.0,9.810783548925864,10.132807833076921,10.706111344816875,10.830422756968007,10.853867676803118,1.0,0.670982148897435,0.6772321515849659,0.6500000152736902,0.6499999761581421,0.200000|1.000000,0.411272|0.588728
RL_DKL_Rec_Outc-20251019-184503,latest,wikitext,-6.0,9.810783548925864,9.940287881223995,10.35394355054086,10.199110414602076,10.319694216850458,1.0,0.8607142845700894,0.8625000028737954,0.8500000020223004,0.8500000238418579,0.200000|1.000000,0.174107|0.825893
RL_DKL_Rec_Outc-20251019-184503,latest,wikitext,-8.0,9.810783548925864,9.79266513227792,9.91259136007222,9.864308010274193,9.879457380857396,1.0,0.9544642849692276,0.9571428578346968,0.9499999934009143,0.949999988079071,0.200000|1.000000,0.056920|0.943080
