ckpt_dir,mode,dataset_name,sparsity_bias,dense_ppl,sft_teacher_ppl,policy_ppl,random_ppl,fixed_ppl,dense_keep_all,policy_keep_all,sft_teacher_keep_all,random_keep_all,fixed_keep_all,sparsity_levels_kappa_order,policy_action_probs_kappa_order
RL_LCE_Rec-20251017-162206,latest,wikitext,0.0,9.810783548925864,10.001492931490674,10.14553837799345,10.393380205916333,10.47051338970118,1.0,0.7816964257508516,0.8022321428039244,0.8000000092600074,0.800000011920929,0.200000|1.000000,0.272879|0.727121
RL_LCE_Rec-20251017-162206,latest,wikitext,4.5,9.810783548925864,10.495741327712418,11.277973351414563,11.496401118553397,11.727236735585603,1.0,0.4477678621187806,0.4562500084617308,0.45000000670552254,0.45000000298023224,0.200000|1.000000,0.690290|0.309710
RL_LCE_Rec-20251017-162206,latest,wikitext,5.5,9.810783548925864,10.733029895286423,11.67662856778555,11.877895234965212,11.916900340655566,1.0,0.34955357879932436,0.3589285794379456,0.3500000085415585,0.3500000014901161,0.200000|1.000000,0.813058|0.186942
RL_LCE_Rec-20251017-162206,latest,wikitext,1.0,9.810783548925864,9.985111615165577,10.178144705411093,10.466132116291503,10.440611202065584,1.0,0.7406250017562083,0.7535714366074119,0.7500000119741473,0.75,0.200000|1.000000,0.324219|0.675781
RL_LCE_Rec-20251017-162206,latest,wikitext,2.0,9.810783548925864,10.08345182844918,10.318974397214378,10.647276475642075,10.598001626991469,1.0,0.6794642909829106,0.7022321477000203,0.7000000144221953,0.7000000178813934,0.200000|1.000000,0.400670|0.599330
RL_LCE_Rec-20251017-162206,latest,wikitext,3.0,9.810783548925864,10.159347851362066,10.550426594928812,10.927937074729181,11.042878209862018,1.0,0.5933035827640977,0.6049107254615852,0.6000000129320792,0.6000000238418579,0.200000|1.000000,0.508371|0.491629
RL_LCE_Rec-20251017-162206,latest,wikitext,4.0,9.810783548925864,10.34888914812696,11.063695638624498,11.333966810887462,11.453977545597693,1.0,0.494196434771376,0.5049107242375612,0.5000000087810414,0.5,0.200000|1.000000,0.632254|0.367746
RL_LCE_Rec-20251017-162206,latest,wikitext,1.5,9.810783548925864,10.051148855625101,10.188089154747809,10.647276475642075,10.598001626991469,1.0,0.7129464286512562,0.7147321512124368,0.7000000144221953,0.7000000178813934,0.200000|1.000000,0.358817|0.641183
RL_LCE_Rec-20251017-162206,latest,wikitext,3.5,9.810783548925864,10.3020730820898,10.68000525841473,11.113972772314547,11.17460701249644,1.0,0.5517857276967594,0.5571428670414856,0.5500000124531133,0.550000011920929,0.200000|1.000000,0.560268|0.439732
RL_LCE_Rec-20251017-162206,latest,wikitext,7.0,9.810783548925864,11.031329901705432,12.18759372786297,12.285752899533886,12.422772124124576,1.0,0.2607142918610147,0.27187500561454464,0.25000000478965895,0.25,0.200000|1.000000,0.924107|0.075893
RL_LCE_Rec-20251017-162206,latest,wikitext,-0.5,9.810783548925864,9.978845027418574,10.078529469831578,10.393380205916333,10.47051338970118,1.0,0.7919642849426184,0.8040178644337824,0.8000000092600074,0.800000011920929,0.200000|1.000000,0.260045|0.739955
RL_LCE_Rec-20251017-162206,latest,wikitext,-2.0,9.810783548925864,9.985459874294472,10.03643627149289,10.393380205916333,10.47051338970118,1.0,0.8116071433094996,0.8125000042574746,0.8000000092600074,0.800000011920929,0.200000|1.000000,0.235491|0.764509
RL_LCE_Rec-20251017-162206,latest,wikitext,5.0,9.810783548925864,10.596523214267778,11.382295840290297,11.61408042739604,11.760003511547668,1.0,0.39285714977553915,0.4049107223483069,0.4000000074239714,0.4000000059604645,0.200000|1.000000,0.758929|0.241071
RL_LCE_Rec-20251017-162206,latest,wikitext,5.8,9.810783548925864,10.812683747168997,11.777242702469467,12.003665405086938,11.911082962035138,1.0,0.32232143690011333,0.3366071494030101,0.3000000064660396,0.30000001192092896,0.200000|1.000000,0.847098|0.152902
RL_LCE_Rec-20251017-162206,latest,wikitext,6.0,9.810783548925864,10.911179943029245,11.859681417168744,12.003665405086938,11.911082962035138,1.0,0.3102678655247603,0.31651786368872437,0.3000000064660396,0.30000001192092896,0.200000|1.000000,0.862165|0.137835
RL_LCE_Rec-20251017-162206,latest,wikitext,6.3,9.810783548925864,10.935181062407135,12.03888395806535,12.003665405086938,11.911082962035138,1.0,0.2955357219491686,0.310714291408658,0.3000000064660396,0.30000001192092896,0.200000|1.000000,0.880580|0.119420
RL_LCE_Rec-20251017-162206,latest,wikitext,6.8,9.810783548925864,10.983724876983015,12.118926634125602,12.285752899533886,12.422772124124576,1.0,0.26875000673213173,0.28169643399970873,0.25000000478965895,0.25,0.200000|1.000000,0.914062|0.085938
RL_LCE_Rec-20251017-162206,latest,wikitext,7.5,9.810783548925864,11.057523423644529,12.238708963010273,12.285752899533886,12.422772124124576,1.0,0.24285714687513454,0.26785714738070965,0.25000000478965895,0.25,0.200000|1.000000,0.946429|0.053571
